model,mode,max_turns,max_sessions,max_tokens,start_iso,end_iso,window_seconds,llm_gateway_requests_total_rate_per_s,llm_gateway_estimated_gpu_cost_usd_total_increase,llm_gateway_time_to_first_token_seconds_p50,llm_gateway_time_to_first_token_seconds_p95,llm_gateway_time_per_output_token_seconds_p50,llm_gateway_time_per_output_token_seconds_p95,llm_gateway_stream_inter_chunk_delay_seconds_p95,llm_gateway_stream_inter_chunk_delay_observations_per_s,llm_gateway_prompt_tokens_total_increase,llm_gateway_completion_tokens_total_increase,llm_gateway_prompt_tokens_total_rate_per_s,llm_gateway_completion_tokens_total_rate_per_s,llm_gateway_completion_tokens_per_second_p50,llm_gateway_completion_tokens_per_second_p95,llm_gateway_cost_per_total_token_usd,llm_gateway_cost_per_completion_token_usd,llm_gateway_request_duration_seconds_p50,llm_gateway_request_duration_seconds_p95,llm_gateway_request_duration_seconds_p99,vllm_kv_cache_usage_perc_avg,vllm_kv_cache_usage_perc_max,vllm_prefix_cache_hits,vllm_prefix_cache_queries,vllm_prefix_cache_hit_rate,vllm_request_prefill_time_seconds_p50,vllm_request_prefill_time_seconds_p99,vllm_inter_token_latency_seconds_p50,vllm_inter_token_latency_seconds_p99,vllm_time_to_first_token_seconds_p50,vllm_time_to_first_token_seconds_p95,vllm_time_to_first_token_seconds_p99,vllm_generation_tokens_total_rate_per_s,vllm_num_requests_running_min,vllm_num_requests_running_max,vllm_num_requests_running_avg,vllm_num_requests_waiting_min,vllm_num_requests_waiting_max,vllm_num_requests_waiting_avg,vllm_num_requests_waiting_capacity_avg,vllm_num_requests_waiting_deferred_avg,vllm_request_queue_time_seconds_min,vllm_request_queue_time_seconds_avg,vllm_request_queue_time_seconds_max,vllm_e2e_request_latency_seconds_p50,vllm_e2e_request_latency_seconds_p95,vllm_e2e_request_latency_seconds_p99,vllm_request_max_num_generation_tokens_p50,vllm_request_max_num_generation_tokens_p95,vllm_request_params_max_tokens_p50,vllm_request_params_max_tokens_p95,vllm_request_params_n_p50,vllm_request_params_n_p95,vllm_kv_block_idle_before_evict_seconds_p50,vllm_kv_block_idle_before_evict_seconds_p95,vllm_kv_block_lifetime_seconds_p50,vllm_kv_block_lifetime_seconds_p95,vllm_kv_block_reuse_gap_seconds_p50,vllm_kv_block_reuse_gap_seconds_p95,vllm_spec_decode_accepted_tokens_total_increase,vllm_spec_decode_draft_tokens_total_increase,vllm_spec_decode_accepted_tokens_rate_per_s,vllm_spec_decode_draft_tokens_rate_per_s,vllm_spec_decode_accepted_over_draft_rate,vllm_spec_decode_draft_acceptance_rate,count,min,p25,p50,p75,p95,p99,max,mean
q3_4b,ngram-2,16,16,1024,2026-05-24T01:54:25.610334+00:00,2026-05-24T02:01:34.324540+00:00,428,0.6914160694971923,2.0034161896225213,0.0004230102502261079,0.002920560747663548,8.41740813344364e-05,0.0001439068477421891,0.08627155181436234,288.3206685117606,263137.7016729294,151469.4787356889,614.8077141890874,353.9006512516096,34.53640999543563,48.758476147265434,4.832082714168249e-06,1.3226533862432055e-05,0.04334727004426955,0.13050295130349238,0.13825012297097886,0.2140116019634092,0.34196787148594376,0.0,0.0,,0.1508196721311475,0.2986229508196721,0.038031927724870455,0.08633736059479528,0.1153225806451613,0.2379838709677419,0.2488870967741935,349.13178468727534,0.0,16.0,13.148148148148149,0.0,0.0,0.0,0.0,0.0,0.003,0.15,0.297,19.499999999999996,40.79999999999999,48.16,572.7272727272726,1795.5555555555554,1500.0,1949.9999999999998,0.5,0.9499999999999998,,,,,,,28276.51923076923,77589.96153846153,66.06663371675054,181.28495686556434,0.36443527835430733,,328,0.0,80.0,361.5,815.5,1024.0,1024.0,1024.0,448.6128048780488
q3_4b,ngram-2,16,32,1024,2026-05-24T02:01:28.229336+00:00,2026-05-24T02:07:18.606254+00:00,350,0.8310725303230623,2.920041789961727,0.0006444320125146829,0.006735267234081912,0.00020602928277831326,0.0002777457854206885,0.09906626521689067,351.60600405721664,263810.67507894087,151004.77825657438,753.7447859398311,431.4422235902125,16.364339211075777,43.002833357632305,7.0393756222960894e-06,1.9337413184371172e-05,0.0835346276230753,0.17142857142857143,0.17142857142857143,0.35178976776671905,0.5082329317269076,0.0,0.0,,0.15072115384615384,0.2984278846153846,0.06094961706082164,0.12988827258320138,0.16609374999999998,0.24245312499999996,0.249240625,426.4701846452612,2.0,32.0,22.91304347826087,0.0,0.0,0.0,0.0,0.0,0.003014423076923077,0.15072115384615384,0.2984278846153846,29.21875,88.64999999999996,113.72999999999999,595.0704225352113,1777.6595744680849,1500.0,1950.0,0.5,0.95,,,,,,,28315.041220941363,76830.64226048879,80.90011777411817,219.5161207442537,0.3685383902550397,,277,10.0,197.0,482.0,869.0,1024.0,1024.0,1024.0,526.6101083032491
q3_4b,ngram-2,16,64,1024,2026-05-24T02:07:11.756751+00:00,2026-05-24T02:12:55.326203+00:00,343,0.8297901846171236,3.5373774140217042,0.000949596272465011,0.010908603721315894,0.00023726645070022115,0.0006490012840894464,0.2214930253940783,353.68915729557136,257832.19047619047,147812.9761904762,751.6973483270859,430.9416215465779,15.78048780487805,41.70408163265306,8.720373628729799e-06,2.3931440291570437e-05,0.09937669649140445,0.1749271137026239,0.1749271137026239,0.4295637093829865,0.7833333333333333,0.0,0.0,,0.15942028985507248,0.7266666666666668,0.07772356805227304,0.1498705010392736,0.17113970588235294,0.33749999999999974,0.46749999999999997,434.8466429194489,2.0,64.0,29.40909090909091,0.0,0.0,0.0,0.0,0.0,0.003267326732673267,0.16336633663366337,4.541666666666666,33.82352941176471,107.05882352941175,117.41176470588236,618.7500000000001,1775.5102040816325,1500.0,1950.0,0.5,0.95,,,,,,,27435.501320110016,76084.08329489785,79.98688431518956,221.81948482477506,0.3605944914098718,,273,10.0,179.0,483.0,885.0,1024.0,1024.0,1024.0,523.3479853479854
q3_4b,ngram-2,16,64,2048,2026-05-24T02:12:48.560434+00:00,2026-05-24T02:19:48.825590+00:00,420,0.6443420432316878,3.9819051745885146,0.0007628051220488195,0.009355158730158727,0.0001918136683027044,0.0005277485994397758,0.21885782805276213,326.5921042532588,254993.82563579548,168831.02896930507,607.1281562757035,401.9786404031073,16.269035532994923,43.41666666666665,9.395166732962512e-06,2.3585150187720877e-05,0.0896796218487395,0.14285714285714285,0.14285714285714285,0.41277703406217464,0.7572289156626506,0.0,0.0,,0.15236220472440945,0.4419999999999995,0.05811221590909091,0.12195255474452552,0.1565068493150685,0.24250000000000002,0.2675000000000031,391.4219424050854,1.0,59.0,25.48148148148148,0.0,0.0,0.0,0.0,0.0,0.0030234375,0.15117187499999998,0.2993203125,36.17647058823529,113.87499999999999,201.29999999999993,708.3333333333334,1856.4516129032256,3500.0,4850.0,0.5,0.95,,,,,,,31905.284194597818,88104.57814604895,75.96496236809004,209.77280510964036,0.3621296970710098,,269,10.0,168.0,472.0,870.0,1479.2,1891.2799999999993,2048.0,580.7955390334572
q3_4b,ngram-2,2,32,1024,2026-05-24T02:19:42.230991+00:00,2026-05-24T02:21:59.068000+00:00,136,0.8324579831932774,1.1477038831084365,0.0016735181490539323,0.029388495904690986,0.0005423402804830542,0.0007159987339306584,0.09843374132149643,368.6832983193278,62986.0,60373.5,463.13235294117646,443.9227941176471,17.173518540440142,45.04937381004294,9.303733260174016e-06,1.9010060425657556e-05,0.21267119824649436,0.43517138322635335,0.4411764705882353,0.28676929941990187,0.46365461847389555,0.0,0.0,,0.17653846153846153,0.7541,0.05333003816267415,0.11597293233082691,0.17300000000000001,3.6442307692307674,4.7288461538461535,514.1054596671361,1.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.003451127819548872,0.1725563909774436,4.234999999999999,28.166666666666668,59.675,106.88571428571426,664.8936170212767,1829.9999999999998,1676.9911504424779,4426.25,0.5,0.95,,,,,,,12191.250864662594,33973.6475843619,89.64155047546025,249.80623223795513,0.358844331754187,,113,13.0,211.0,507.0,970.0,1024.0,1024.0,1024.0,557.3185840707964
q3_4b,prefix-cache,16,16,1024,2026-05-23T23:38:01.722121+00:00,2026-05-23T23:43:27.338750+00:00,325,0.9073783702772271,1.5470254720380385,0.0005631917915527421,0.0018675415700255746,0.00010769230769230771,0.00014923076923076923,0.04927632717453287,463.34560338132206,267486.7579474735,149997.52515824948,823.0361782999184,461.53084664076766,35.0,48.5,3.7055897302995536e-06,1.0313673311649009e-05,0.041101361759949294,0.1692363586843114,0.18153957942916996,0.19655637288166267,0.29735892076762305,0.0,0.0,,0.1536515902719716,0.4158440137978511,0.036810339504811634,0.07189948119325557,0.15233516483516485,0.2424587912087912,0.29750000000000065,450.55369230769224,1.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0029999999999999996,0.15,0.297,12.833715146117068,29.5,37.13333333333333,446.79716875493506,1692.8571428571427,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,279,10.0,165.0,468.0,844.0,1024.0,1024.0,1024.0,509.2114695340502
q3_4b,prefix-cache,16,32,1024,2026-05-23T23:43:20.280320+00:00,2026-05-23T23:47:48.364379+00:00,268,1.0692630597014925,1.9493695100721988,0.0009937736800349965,0.008880597014925365,0.0001309965821633185,0.00018172932700582752,0.0694073399432841,552.505130597015,257903.625,147498.25,962.3269589552239,550.366604477612,34.24538490329862,48.42453849032986,4.8084866654161354e-06,1.3216221277691083e-05,0.07034447850381655,0.2085269851638145,0.2208098746447032,0.28372073384423757,0.4784343530305909,0.0,0.0,,0.163953488372093,0.9373333333333334,0.036846161771465706,0.12488534396809595,0.18325991189427315,2.4785714285714273,4.496428571428571,567.8146225157253,1.0,32.0,19.166666666666668,0.0,11.0,0.6111111111111112,0.6111111111111112,0.0,0.0032290076335877863,0.16145038167938933,3.589999999999998,16.875,39.644067796610166,47.65,464.00000000000006,1733.9622641509432,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,278,10.0,189.25,437.5,882.75,1024.0,1024.0,1024.0,514.0395683453237
q3_4b,prefix-cache,16,64,1024,2026-05-23T23:47:41.499958+00:00,2026-05-23T23:51:48.470620+00:00,246,1.1372183874841655,2.299724579059354,0.0014618975641618847,0.01625040442205509,0.0001540135119661056,0.00034354550862581795,0.08618980135129214,596.8979384436701,258478.82142857142,146262.75,1050.7269163763067,594.564024390244,25.25974025974026,47.52597402597402,5.681957924268247e-06,1.5723241762235114e-05,0.10310421286031042,0.22982261640798227,0.24108647450110868,0.36103458103743113,0.7144214326429793,0.0,0.0,,0.19266666666666668,0.9587142857142857,0.036623498423594206,0.14420548277535158,0.2083815028901734,4.222826086956521,4.844565217391304,595.7763632807638,1.0,60.0,24.8125,0.0,0.0,0.0,0.0,0.0,0.003658227848101266,0.1829113924050633,4.804729729729729,20.24193548387097,53.71739130434782,58.743478260869566,461.1111111111112,1722.1153846153845,1500.0,1950.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,267,10.0,190.0,446.0,815.0,1024.0,1024.0,1024.0,501.82022471910113
q3_4b,prefix-cache,16,64,2048,2026-05-23T23:51:41.532615+00:00,2026-05-23T23:57:00.888491+00:00,319,0.8707519119887261,2.5970602688286233,0.0011126291764412476,0.012398435520084782,0.000135340604058341,0.00029126046367425676,0.08918803318983183,513.1408183468076,260339.99999999997,163118.34210526315,816.1128526645767,511.3427652202606,19.416058394160586,46.80165289256198,6.132976991118165e-06,1.592132580131727e-05,0.08872064825220324,0.18808777429467086,0.18808777429467086,0.35668820064601936,0.7256317689530686,0.0,0.0,,0.1751269035532995,0.9628571428571425,0.036907735245144985,0.14426996047430846,0.17941176470588235,0.36249999999999977,0.4725,501.84404909055104,1.0,62.0,22.55,0.0,0.0,0.0,0.0,0.0,0.003415841584158416,0.1707920792079208,4.738636363636363,25.249999999999996,79.41176470588233,111.88235294117646,600.0,1806.1224489795918,3500.0,4850.0,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,279,10.0,189.0,452.0,846.0,1492.1999999999998,1827.599999999999,2048.0,568.9713261648745
q3_4b,prefix-cache,2,32,1024,2026-05-23T23:56:53.353356+00:00,2026-05-23T23:58:40.894509+00:00,107,1.0776372630449504,0.9567187373220126,0.002320872274143302,0.021775700934579402,0.0003271028037383178,0.00045327102803738317,0.06285462094077933,694.8210193452148,63684.54813654243,74085.03469564636,595.1826928648825,692.3835018284707,35.0,48.5,6.9443393647155826e-06,1.291379212080243e-05,0.24354506573736734,0.5290274037699985,0.5544036115951212,0.2693964152257901,0.40547216416492493,0.0,0.0,,0.17549019607843133,0.9774285714285713,0.035946374287352464,0.09737659033078852,0.18638392857142858,3.490384615384613,4.698076923076923,635.2657528971964,2.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0033773584905660375,0.16886792452830188,4.360714285714285,22.125,47.36666666666666,66.29999999999993,644.7368421052631,1834.3749999999998,1799.107142857143,4599.253731343283,0.5,0.95,,,,,,,0.0,0.0,0.0,0.0,,,113,13.0,231.0,514.0,953.0,1024.0,1024.0,1024.0,553.0884955752213
